Date,Open,High,Low,Close,Volume,Adj Close
2000-01-03,1469.25,1478.00,1438.359985,1455.219971,931800000,1455.219971
2000-01-04,1455.219971,1455.219971,1397.430054,1399.420044,1009000000,1399.420044
2000-01-05,1399.420044,1413.27002,1377.680054,1402.109985,1085500000,1402.109985
2000-01-06,1402.109985,1411.900024,1392.099976,1403.449951,1092300000,1403.449951
2000-01-07,1403.449951,1441.469971,1400.72998,1441.469971,1225200000,1441.469971
2000-01-10,1441.469971,1464.359985,1441.469971,1457.599976,1064800000,1457.599976
2000-01-11,1457.599976,1458.660034,1434.420044,1438.560059,1014000000,1438.560059
2000-01-12,1438.560059,1442.599976,1427.079956,1432.25,974600000,1432.25
2000-01-13,1432.25,1454.199951,1432.25,1449.680054,1030400000,1449.680054
2000-01-14,1449.680054,1473.00,1449.680054,1465.150024,1085900000,1465.150024
2000-01-18,1465.150024,1465.150024,1451.300049,1455.140015,1056700000,1455.140015
2000-01-19,1455.140015,1461.390015,1448.680054,1455.900024,1087800000,1455.900024
2000-01-20,1455.900024,1465.709961,1438.540039,1445.569946,1100700000,1445.569946
2000-01-21,1445.569946,1453.180054,1439.599976,1441.359985,1209800000,1441.359985
2000-01-24,1441.359985,1454.089966,1395.420044,1401.530029,1115800000,1401.530029
2000-01-25,1401.530029,1414.26001,1388.48999,1410.030029,1073700000,1410.030029
2000-01-26,1410.030029,1412.72998,1400.160034,1404.089966,1117300000,1404.089966
2000-01-27,1404.089966,1418.859985,1370.98999,1398.560059,1129500000,1398.560059
2000-01-28,1398.560059,1398.560059,1356.199951,1360.160034,1095800000,1360.160034
2000-01-31,1360.160034,1394.47998,1350.140015,1394.459961,993800000,1394.459961
2000-02-01,1394.459961,1412.48999,1384.790039,1409.280029,981000000,1409.280029
2000-02-02,1409.280029,1420.609985,1403.48999,1409.119995,1038600000,1409.119995
2000-02-03,1409.119995,1425.780029,1398.52002,1424.969971,1146500000,1424.969971
2000-02-04,1424.969971,1435.910034,1420.630005,1424.369995,1045100000,1424.369995
2000-02-07,1424.369995,1427.150024,1413.329956,1424.23999,918100000,1424.23999
2000-02-08,1424.23999,1441.829956,1424.23999,1441.719971,1047700000,1441.719971
2000-02-09,1441.719971,1444.550049,1411.650024,1411.709961,1050500000,1411.709961
2000-02-10,1411.699951,1422.099976,1406.430054,1416.829956,1058800000,1416.829956
2000-02-11,1416.829956,1416.829956,1378.890015,1387.119995,1025700000,1387.119995
2000-02-14,1387.119995,1394.930054,1380.530029,1389.939941,927300000,1389.939941
2000-02-15,1389.939941,1407.719971,1376.25,1402.050049,1092100000,1402.050049
2000-02-16,1402.050049,1404.550049,1385.579956,1387.670044,1018800000,1387.670044
2000-02-17,1387.670044,1399.880005,1380.069946,1388.26001,1034800000,1388.26001
2000-02-18,1388.26001,1388.589966,1345.319946,1346.089966,1042300000,1346.089966
2000-02-22,1346.089966,1358.109985,1331.880005,1352.170044,980000000,1352.170044
2000-02-23,1352.170044,1370.109985,1342.439941,1360.689941,993700000,1360.689941
2000-02-24,1360.689941,1364.800049,1329.880005,1353.430054,1215000000,1353.430054
2000-02-25,1353.430054,1362.140015,1329.150024,1333.359985,1065200000,1333.359985
2000-02-28,1333.359985,1360.819946,1325.069946,1348.050049,1026500000,1348.050049
2000-02-29,1348.050049,1369.630005,1348.050049,1366.420044,1204300000,1366.420044
2000-03-01,1366.420044,1383.459961,1366.420044,1379.189941,1274100000,1379.189941
2000-03-02,1379.189941,1386.560059,1370.349976,1381.76001,1198600000,1381.76001
2000-03-03,1381.76001,1410.880005,1381.76001,1409.170044,1150300000,1409.170044
2000-03-06,1409.170044,1409.73999,1384.75,1391.280029,1029000000,1391.280029
2000-03-07,1391.280029,1399.209961,1349.98999,1355.619995,1314100000,1355.619995
2000-03-08,1355.619995,1373.790039,1346.619995,1366.699951,1203000000,1366.699951
2000-03-09,1366.699951,1401.819946,1357.880005,1401.689941,1123000000,1401.689941
2000-03-10,1401.689941,1413.459961,1392.069946,1395.069946,1138800000,1395.069946
2000-03-13,1395.069946,1398.390015,1364.839966,1383.619995,1016100000,1383.619995
2000-03-14,1383.619995,1395.150024,1359.150024,1359.150024,1094000000,1359.150024
2000-03-15,1359.150024,1397.98999,1356.98999,1392.140015,1302800000,1392.140015
2000-03-16,1392.150024,1458.469971,1392.150024,1458.469971,1482300000,1458.469971
2000-03-17,1458.469971,1477.329956,1453.319946,1464.469971,1295100000,1464.469971
2000-03-20,1464.469971,1470.300049,1448.48999,1456.630005,920800000,1456.630005
2000-03-21,1456.630005,1493.920044,1446.060059,1493.869995,1065900000,1493.869995
2000-03-22,1493.869995,1505.079956,1487.329956,1500.640015,1075000000,1500.640015
2000-03-23,1500.640015,1532.50,1492.390015,1527.349976,1078300000,1527.349976
2000-03-24,1527.349976,1552.869995,1516.829956,1527.459961,1052200000,1527.459961
2000-03-27,1527.459961,1534.630005,1518.459961,1523.859985,901000000,1523.859985
2000-03-28,1523.859985,1527.359985,1507.089966,1507.72998,959100000,1507.72998
2000-03-29,1507.72998,1521.449951,1497.449951,1508.52002,1061900000,1508.52002
2000-03-30,1508.52002,1517.380005,1474.630005,1487.920044,1193400000,1487.920044
2000-03-31,1487.920044,1519.810059,1484.380005,1498.579956,1227400000,1498.579956
2000-04-03,1498.579956,1507.189941,1486.959961,1505.969971,1021700000,1505.969971
2000-04-04,1505.97998,1526.449951,1416.410034,1494.72998,1515460000,1494.72998
2000-04-05,1494.72998,1506.550049,1478.050049,1487.369995,1110300000,1487.369995
2000-04-06,1487.369995,1511.76001,1487.369995,1501.339966,1008000000,1501.339966
2000-04-07,1501.339966,1518.680054,1501.339966,1516.349976,891600000,1516.349976
2000-04-10,1516.349976,1527.189941,1503.349976,1504.459961,853700000,1504.459961
2000-04-11,1504.459961,1512.800049,1486.780029,1500.589966,971400000,1500.589966
2000-04-12,1500.589966,1509.079956,1466.150024,1467.170044,1175900000,1467.170044
2000-04-13,1467.170044,1477.52002,1439.339966,1440.51001,1032000000,1440.51001
2000-04-14,1440.51001,1440.51001,1339.400024,1356.560059,1279700000,1356.560059
2000-04-17,1356.560059,1401.530029,1346.50,1401.439941,1204700000,1401.439941
2000-04-18,1401.439941,1441.609985,1397.810059,1441.609985,1109400000,1441.609985
2000-04-19,1441.609985,1447.689941,1424.26001,1427.469971,1001400000,1427.469971
2000-04-20,1427.469971,1435.48999,1422.079956,1434.540039,896200000,1434.540039
2000-04-24,1434.540039,1434.540039,1407.130005,1429.859985,868700000,1429.859985
2000-04-25,1429.859985,1477.670044,1429.859985,1477.439941,1071100000,1477.439941
2000-04-26,1477.439941,1482.939941,1456.97998,1460.98999,999600000,1460.98999
2000-04-27,1460.98999,1469.209961,1434.810059,1464.920044,1111000000,1464.920044
2000-04-28,1464.920044,1473.619995,1448.150024,1452.430054,984600000,1452.430054
2000-05-01,1452.430054,1481.51001,1452.430054,1468.25,966300000,1468.25
2000-05-02,1468.25,1468.25,1445.219971,1446.290039,1011500000,1446.290039
2000-05-03,1446.290039,1446.290039,1398.359985,1415.099976,991600000,1415.099976
2000-05-04,1415.099976,1420.98999,1404.939941,1409.569946,925800000,1409.569946
2000-05-05,1409.569946,1436.030029,1405.079956,1432.630005,805500000,1432.630005
2000-05-08,1432.630005,1432.630005,1417.050049,1424.170044,787600000,1424.170044
2000-05-09,1424.170044,1430.280029,1401.849976,1412.140015,896600000,1412.140015
2000-05-10,1412.140015,1412.140015,1375.140015,1383.050049,1006400000,1383.050049
2000-05-11,1383.050049,1410.26001,1383.050049,1407.810059,953600000,1407.810059
2000-05-12,1407.810059,1430.130005,1407.810059,1420.959961,858200000,1420.959961
2000-05-15,1420.959961,1452.390015,1416.540039,1452.359985,854600000,1452.359985
2000-05-16,1452.359985,1470.400024,1450.76001,1466.040039,955500000,1466.040039
2000-05-17,1466.040039,1466.040039,1441.670044,1447.800049,820500000,1447.800049
2000-05-18,1447.800049,1458.040039,1436.589966,1437.209961,807900000,1437.209961
2000-05-19,1437.209961,1437.209961,1401.73999,1406.949951,853700000,1406.949951
2000-05-22,1406.949951,1410.550049,1368.72998,1400.719971,869000000,1400.719971
2000-05-23,1400.719971,1403.77002,1373.430054,1373.859985,869900000,1373.859985
2000-05-24,1373.859985,1401.75,1361.089966,1399.050049,1152300000,1399.050049
2000-05-25,1399.050049,1411.650024,1373.930054,1381.52002,984500000,1381.52002
2000-05-26,1381.52002,1391.420044,1369.75,1378.02002,722600000,1378.02002
2000-05-30,1378.02002,1422.449951,1378.02002,1422.449951,844200000,1422.449951
2000-05-31,1422.439941,1434.48999,1415.50,1420.599976,960500000,1420.599976
2000-06-01,1420.599976,1448.810059,1420.599976,1448.810059,960100000,1448.810059
2000-06-02,1448.810059,1483.22998,1448.810059,1477.26001,1162400000,1477.26001
2000-06-05,1477.26001,1477.280029,1464.680054,1467.630005,838600000,1467.630005
2000-06-06,1467.630005,1471.359985,1454.73999,1457.839966,950100000,1457.839966
2000-06-07,1457.839966,1474.640015,1455.060059,1471.359985,854600000,1471.359985
2000-06-08,1471.359985,1475.650024,1456.48999,1461.670044,854300000,1461.670044
2000-06-09,1461.670044,1472.670044,1454.959961,1456.949951,786000000,1456.949951
2000-06-12,1456.949951,1462.930054,1445.98999,1446.00,774100000,1446.00
2000-06-13,1446.00,1470.420044,1442.380005,1469.439941,935900000,1469.439941
2000-06-14,1469.439941,1483.619995,1467.709961,1470.540039,929700000,1470.540039
2000-06-15,1470.540039,1482.040039,1464.619995,1478.72998,1011400000,1478.72998
2000-06-16,1478.72998,1480.77002,1460.420044,1464.459961,1250800000,1464.459961
2000-06-19,1464.459961,1488.930054,1459.050049,1486.00,921700000,1486.00
2000-06-20,1486.00,1487.319946,1470.180054,1475.949951,1031500000,1475.949951
2000-06-21,1475.949951,1482.189941,1468.00,1479.130005,1009600000,1479.130005
2000-06-22,1479.130005,1479.130005,1448.030029,1452.180054,1022700000,1452.180054
2000-06-23,1452.180054,1459.939941,1438.310059,1441.47998,847600000,1441.47998
2000-06-26,1441.47998,1459.660034,1441.47998,1455.310059,889000000,1455.310059
2000-06-27,1455.310059,1463.349976,1450.550049,1450.550049,1042500000,1450.550049
2000-06-28,1450.550049,1467.630005,1450.550049,1454.819946,1095100000,1454.819946
2000-06-29,1454.819946,1455.140015,1434.630005,1442.390015,1110900000,1442.390015
2000-06-30,1442.390015,1454.680054,1438.709961,1454.599976,1459700000,1454.599976
2000-07-03,1454.599976,1469.579956,1450.849976,1469.540039,451900000,1469.540039
2000-07-05,1469.540039,1469.540039,1442.449951,1446.22998,1019300000,1446.22998
2000-07-06,1446.22998,1461.650024,1439.560059,1456.670044,947300000,1456.670044
2000-07-07,1456.670044,1484.119995,1456.670044,1478.900024,931700000,1478.900024
2000-07-10,1478.900024,1486.560059,1474.76001,1475.619995,838700000,1475.619995
2000-07-11,1475.619995,1488.77002,1470.47998,1480.880005,980500000,1480.880005
2000-07-12,1480.880005,1497.689941,1480.880005,1492.920044,1001200000,1492.920044
2000-07-13,1492.920044,1501.390015,1489.650024,1495.839966,1026800000,1495.839966
2000-07-14,1495.839966,1509.98999,1494.560059,1509.97998,960600000,1509.97998
2000-07-17,1509.97998,1517.319946,1505.26001,1510.48999,906000000,1510.48999
2000-07-18,1510.48999,1510.48999,1491.349976,1493.73999,908300000,1493.73999
2000-07-19,1493.73999,1495.630005,1479.920044,1481.959961,909400000,1481.959961
2000-07-20,1481.959961,1501.920044,1481.959961,1495.569946,1064600000,1495.569946
2000-07-21,1495.569946,1495.569946,1477.910034,1480.189941,968300000,1480.189941
2000-07-24,1480.189941,1485.880005,1463.800049,1464.290039,880300000,1464.290039
2000-07-25,1464.290039,1476.22998,1464.290039,1474.469971,969400000,1474.469971
2000-07-26,1474.469971,1474.469971,1452.420044,1452.420044,1235800000,1452.420044
2000-07-27,1452.420044,1464.910034,1445.329956,1449.619995,1156400000,1449.619995
2000-07-28,1449.619995,1456.680054,1413.890015,1419.890015,980000000,1419.890015
2000-07-31,1419.890015,1437.650024,1418.709961,1430.829956,952600000,1430.829956
2000-08-01,1430.829956,1443.540039,1428.959961,1438.099976,938700000,1438.099976
2000-08-02,1438.099976,1451.589966,1433.48999,1438.699951,994500000,1438.699951
2000-08-03,1438.699951,1454.189941,1425.430054,1452.560059,1095600000,1452.560059
2000-08-04,1452.560059,1462.930054,1451.310059,1462.930054,956000000,1462.930054
2000-08-07,1462.930054,1480.800049,1460.719971,1479.319946,854800000,1479.319946
2000-08-08,1479.319946,1484.52002,1472.609985,1482.800049,992200000,1482.800049
2000-08-09,1482.800049,1490.329956,1471.160034,1472.869995,1054000000,1472.869995
2000-08-10,1472.869995,1475.150024,1459.890015,1460.25,940800000,1460.25
2000-08-11,1460.25,1475.719971,1453.060059,1471.839966,835500000,1471.839966
2000-08-14,1471.839966,1491.640015,1468.560059,1491.560059,783800000,1491.560059
2000-08-15,1491.560059,1493.119995,1482.73999,1484.430054,895900000,1484.430054
2000-08-16,1484.430054,1496.089966,1475.73999,1479.849976,929800000,1479.849976
2000-08-17,1479.849976,1499.319946,1479.849976,1496.069946,922400000,1496.069946
2000-08-18,1496.069946,1499.469971,1488.98999,1491.719971,821400000,1491.719971
2000-08-21,1491.719971,1502.839966,1491.130005,1499.47998,731600000,1499.47998
2000-08-22,1499.47998,1508.449951,1497.420044,1498.130005,818800000,1498.130005
2000-08-23,1498.130005,1507.199951,1489.52002,1505.969971,871000000,1505.969971
2000-08-24,1505.969971,1511.160034,1501.25,1508.310059,837100000,1508.310059
2000-08-25,1508.310059,1513.469971,1505.089966,1506.449951,685600000,1506.449951
2000-08-28,1506.449951,1523.949951,1506.449951,1514.089966,733600000,1514.089966
2000-08-29,1514.089966,1514.810059,1505.459961,1509.839966,795600000,1509.839966
2000-08-30,1509.839966,1510.48999,1500.089966,1502.589966,818400000,1502.589966
2000-08-31,1502.589966,1525.209961,1502.589966,1517.680054,1056600000,1517.680054
2000-09-01,1517.680054,1530.089966,1515.530029,1520.77002,767700000,1520.77002
2000-09-05,1520.77002,1520.77002,1504.209961,1507.079956,838500000,1507.079956
2000-09-06,1507.079956,1512.609985,1492.119995,1492.25,995100000,1492.25
2000-09-07,1492.25,1505.339966,1492.25,1502.51001,985500000,1502.51001
2000-09-08,1502.51001,1502.51001,1489.880005,1494.50,961000000,1494.50
2000-09-11,1494.50,1506.76001,1483.01001,1489.26001,899300000,1489.26001
2000-09-12,1489.26001,1496.930054,1479.670044,1481.98999,991200000,1481.98999
2000-09-13,1481.98999,1487.449951,1473.609985,1484.910034,1068300000,1484.910034
2000-09-14,1484.910034,1494.160034,1476.72998,1480.869995,1014000000,1480.869995
2000-09-15,1480.869995,1480.959961,1460.219971,1465.810059,1268400000,1465.810059
2000-09-18,1465.810059,1467.77002,1441.920044,1444.51001,962500000,1444.51001
2000-09-19,1444.51001,1461.160034,1444.51001,1459.900024,1024900000,1459.900024
2000-09-20,1459.900024,1460.48999,1430.949951,1451.339966,1104000000,1451.339966
2000-09-21,1451.339966,1452.77002,1436.300049,1449.050049,1105400000,1449.050049
2000-09-22,1449.050049,1449.050049,1421.880005,1448.719971,1185500000,1448.719971
2000-09-25,1448.719971,1457.420044,1435.930054,1439.030029,982400000,1439.030029
2000-09-26,1439.030029,1448.040039,1425.25,1427.209961,1106600000,1427.209961
2000-09-27,1427.209961,1437.219971,1419.439941,1426.569946,1174700000,1426.569946
2000-09-28,1426.569946,1461.689941,1425.780029,1458.290039,1206200000,1458.290039
2000-09-29,1458.290039,1458.290039,1436.290039,1436.51001,1197100000,1436.51001
2000-10-02,1436.52002,1445.599976,1429.829956,1436.22998,1051200000,1436.22998
2000-10-03,1436.22998,1454.819946,1425.280029,1426.459961,1098100000,1426.459961
2000-10-04,1426.459961,1439.98999,1416.310059,1434.319946,1167400000,1434.319946
2000-10-05,1434.319946,1444.170044,1431.800049,1436.280029,1176100000,1436.280029
2000-10-06,1436.280029,1443.300049,1397.060059,1408.98999,1150100000,1408.98999
2000-10-09,1408.98999,1409.689941,1392.47998,1402.030029,716600000,1402.030029
2000-10-10,1402.030029,1408.829956,1383.849976,1387.02002,1044000000,1387.02002
2000-10-11,1387.02002,1387.02002,1349.670044,1364.589966,1387500000,1364.589966
2000-10-12,1364.589966,1374.930054,1328.060059,1329.780029,1388600000,1329.780029
2000-10-13,1329.780029,1374.170044,1327.079956,1374.170044,1223900000,1374.170044
2000-10-16,1374.170044,1379.47998,1365.060059,1374.619995,1005400000,1374.619995
2000-10-17,1374.619995,1380.98999,1342.339966,1349.969971,1161500000,1349.969971
